Member_number,Date,productId,items,productName,price,Category,TotalPrice,Transactions_id
3548,2014-12-03,74,1,whipped/sour cream,5.5,Dairy,5.5,9475
3558,2014-11-09,18,3,yogurt,2.2,Dairy,6.6000000000000005,9517
4474,2014-04-02,12,1,fruit/vegetable juice,2.1,Beverages,2.1,12991
3878,2014-11-27,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,10733
1221,2014-11-15,17,1,bottled water,0.5,Beverages,0.5,803
1009,2014-01-24,151,2,cocoa drinks,2.1,Beverages,4.2,38
1169,2014-06-05,55,2,cleaner,11.8,Household & Hygiene,23.6,617
3959,2014-12-03,152,3,softener,11.8,Household & Hygiene,35.400000000000006,11030
2355,2014-12-29,83,2,white bread,0.3,Bakery & Sweets,0.6,5049
2845,2014-11-26,87,3,frozen chicken,3.5,Frozen & Processed Food,10.5,6885
2320,2014-03-15,136,3,dishes,6.8,Specialty & Seasonal,20.4,4917
4169,2014-03-30,80,1,salty snack,0.5,Snacks,0.5,11804
4800,2014-03-14,39,3,detergent,5.5,Household & Hygiene,16.5,14253
3972,2014-10-09,96,3,hygiene articles,7.5,Household & Hygiene,22.5,11089
4322,2014-07-25,27,3,coffee,8.5,Beverages,25.5,12430
3459,2014-12-04,41,3,processed cheese,6.4,Dairy,19.200000000000003,9107
2654,2014-04-07,50,1,bottled beer,1.8,Beverages,1.8,6161
3113,2014-10-11,70,1,margarine,3.5,Pantry Staples,3.5,7876
1456,2014-05-26,152,3,softener,11.8,Household & Hygiene,35.400000000000006,1660
3947,2014-12-05,32,2,red/blush wine,12.2,Beverages,24.4,10986
2230,2014-11-14,125,2,instant coffee,4.9,Frozen & Processed Food,9.8,4575
4133,2014-08-04,2,3,whole milk,1.8,Dairy,5.4,11657
1761,2014-04-05,71,1,shopping bags,5.12,Household & Hygiene,5.12,2791
2958,2014-03-11,65,3,candy,3.6,Bakery & Sweets,10.8,7299
4923,2014-04-03,15,3,specialty bar,5.2,Bakery & Sweets,15.600000000000001,14688
4412,2014-03-11,114,1,napkins,21.8,Household & Hygiene,21.8,12762
3368,2014-11-19,15,2,specialty bar,5.2,Bakery & Sweets,10.4,8813
1307,2014-10-03,25,3,canned beer,1.1,Beverages,3.3000000000000003,1117
4793,2014-11-25,58,1,ice cream,1.8,Frozen & Processed Food,1.8,14226
1080,2014-11-02,38,1,soda,0.8,Beverages,0.8,287
4693,2014-06-04,24,3,pastry,3.1,Bakery & Sweets,9.3,13834
4167,2014-08-28,12,1,fruit/vegetable juice,2.1,Beverages,2.1,11795
3474,2014-01-31,119,3,long life bakery product,9.9,Bakery & Sweets,29.700000000000003,9177
3945,2014-10-15,134,2,cereals,4.5,Snacks,9.0,10979
3499,2014-10-14,25,3,canned beer,1.1,Beverages,3.3000000000000003,9286
1753,2014-06-05,12,2,fruit/vegetable juice,2.1,Beverages,4.2,2760
2524,2014-03-31,96,1,hygiene articles,7.5,Household & Hygiene,7.5,5679
1105,2014-06-14,83,3,white bread,0.3,Bakery & Sweets,0.8999999999999999,376
2581,2014-05-26,51,1,dessert,1.15,Bakery & Sweets,1.15,5892
3793,2014-12-10,20,3,brown bread,0.8,Bakery & Sweets,2.4000000000000004,10420
1690,2014-05-30,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,2529
3496,2014-12-20,119,2,long life bakery product,9.9,Bakery & Sweets,19.8,9268
4526,2014-09-27,71,3,shopping bags,5.12,Household & Hygiene,15.36,13190
4129,2014-04-02,114,1,napkins,21.8,Household & Hygiene,21.8,11635
1761,2014-10-29,123,3,mustard,5.2,Pantry Staples,15.600000000000001,2796
3498,2014-08-16,114,3,napkins,21.8,Household & Hygiene,65.4,9278
2656,2014-03-31,44,2,newspapers,3.2,Specialty & Seasonal,6.4,6172
4262,2014-03-03,114,1,napkins,21.8,Household & Hygiene,21.8,12166
3289,2014-01-24,69,3,domestic eggs,1.25,Fresh Food,3.75,8523
1679,2014-10-23,154,3,cake bar,2.4,Bakery & Sweets,7.199999999999999,2490
2594,2014-01-06,59,3,hard cheese,4.5,Dairy,13.5,5941
4538,2014-06-18,136,3,dishes,6.8,Specialty & Seasonal,20.4,13234
4941,2014-10-25,118,3,chocolate marshmallow,4.13,Bakery & Sweets,12.39,14770
4564,2014-07-06,44,1,newspapers,3.2,Specialty & Seasonal,3.2,13325
4290,2014-09-04,38,3,soda,0.8,Beverages,2.4000000000000004,12276
2202,2014-01-02,116,3,sauces,2.45,Pantry Staples,7.3500000000000005,4477
2343,2014-08-19,25,3,canned beer,1.1,Beverages,3.3000000000000003,4999
2209,2014-08-25,68,1,photo/film,11.9,Household & Hygiene,11.9,4503
1404,2014-10-02,121,3,sweet spreads,5.4,Bakery & Sweets,16.200000000000003,1462
3914,2014-11-12,15,3,specialty bar,5.2,Bakery & Sweets,15.600000000000001,10865
4065,2014-05-06,158,2,flower (seeds),6.8,Household & Hygiene,13.6,11378
4220,2014-08-04,14,2,chocolate,11.5,Bakery & Sweets,23.0,12004
1074,2014-05-08,71,3,shopping bags,5.12,Household & Hygiene,15.36,265
2434,2014-12-09,82,3,pet care,5.8,Pet Care,17.4,5337
2633,2014-07-28,115,2,waffles,2.5,Bakery & Sweets,5.0,6096
1143,2014-11-18,62,1,pickled vegetables,2.7,Fresh Food,2.7,522
3767,2014-06-22,137,1,male cosmetics,10.6,Personal Care,10.6,10321
2661,2014-08-28,114,2,napkins,21.8,Household & Hygiene,43.6,6187
2093,2014-12-24,15,3,specialty bar,5.2,Bakery & Sweets,15.600000000000001,4097
2696,2014-11-23,17,2,bottled water,0.5,Beverages,1.0,6321
2927,2014-01-13,96,1,hygiene articles,7.5,Household & Hygiene,7.5,7181
4003,2014-12-21,39,2,detergent,5.5,Household & Hygiene,11.0,11183
3451,2014-01-08,38,1,soda,0.8,Beverages,0.8,9081
1750,2014-06-16,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,2747
1085,2014-05-25,44,3,newspapers,3.2,Specialty & Seasonal,9.600000000000001,302
2034,2014-06-28,64,3,UHT-milk,2.1,Dairy,6.300000000000001,3851
4676,2014-02-21,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,13760
4132,2014-12-02,44,2,newspapers,3.2,Specialty & Seasonal,6.4,11653
2822,2014-06-16,80,3,salty snack,0.5,Snacks,1.5,6810
3645,2014-05-31,18,1,yogurt,2.2,Dairy,2.2,9848
1446,2014-03-26,71,3,shopping bags,5.12,Household & Hygiene,15.36,1626
2222,2014-02-22,99,2,canned vegetables,5.7,Frozen & Processed Food,11.4,4549
4426,2014-08-04,154,3,cake bar,2.4,Bakery & Sweets,7.199999999999999,12803
1854,2014-09-30,128,1,soft cheese,7.2,Dairy,7.2,3165
4645,2014-02-05,115,1,waffles,2.5,Bakery & Sweets,2.5,13622
2674,2014-09-03,100,3,chewing gum,0.5,Specialty & Seasonal,1.5,6235
1369,2014-12-01,34,3,flour,2.1,Pantry Staples,6.300000000000001,1342
4325,2014-07-19,27,1,coffee,8.5,Beverages,8.5,12444
4335,2014-06-28,62,3,pickled vegetables,2.7,Fresh Food,8.100000000000001,12481
2642,2014-01-09,18,3,yogurt,2.2,Dairy,6.6000000000000005,6116
1318,2014-02-15,18,3,yogurt,2.2,Dairy,6.6000000000000005,1152
1062,2014-05-08,110,2,frozen fruits,2.5,Frozen & Processed Food,5.0,228
4131,2014-03-20,120,2,bags,19.5,Household & Hygiene,39.0,11650
3793,2014-11-13,27,2,coffee,8.5,Beverages,17.0,10421
2618,2014-09-06,28,3,misc. beverages,1.2,Beverages,3.5999999999999996,6035
4090,2014-06-03,71,1,shopping bags,5.12,Household & Hygiene,5.12,11474
1480,2014-05-05,39,3,detergent,5.5,Household & Hygiene,16.5,1752
4078,2014-06-21,70,3,margarine,3.5,Pantry Staples,10.5,11432
2817,2014-06-19,17,2,bottled water,0.5,Beverages,1.0,6803
1999,2014-04-02,56,1,white wine,14.2,Beverages,14.2,3720
2490,2014-03-27,5,2,rolls/buns,1.2,Bakery & Sweets,2.4,5543
1991,2014-12-23,86,1,soap,3.8,Household & Hygiene,3.8,3684
4156,2014-04-03,94,3,potato products,2.8,Frozen & Processed Food,8.399999999999999,11749
1215,2014-04-28,18,3,yogurt,2.2,Dairy,6.6000000000000005,780
1612,2014-11-26,99,3,canned vegetables,5.7,Frozen & Processed Food,17.1,2239
3495,2014-02-18,99,1,canned vegetables,5.7,Frozen & Processed Food,5.7,9263
3749,2014-04-29,79,2,specialty cheese,12.14,Dairy,24.28,10242
1514,2014-02-26,71,2,shopping bags,5.12,Household & Hygiene,10.24,1894
2892,2014-11-20,24,2,pastry,3.1,Bakery & Sweets,6.2,7057
4562,2014-05-26,38,1,soda,0.8,Beverages,0.8,13318
2568,2014-11-21,115,1,waffles,2.5,Bakery & Sweets,2.5,5840
2750,2014-01-11,43,3,sparkling wine,12.5,Beverages,37.5,6526
4348,2014-02-11,83,2,white bread,0.3,Bakery & Sweets,0.6,12531
4241,2014-09-22,104,1,cat food,11.2,Pet Care,11.2,12090
2707,2014-10-30,15,2,specialty bar,5.2,Bakery & Sweets,10.4,6369
4441,2014-02-15,50,2,bottled beer,1.8,Beverages,3.6,12870
1646,2014-07-21,96,1,hygiene articles,7.5,Household & Hygiene,7.5,2367
4427,2014-12-08,105,1,bathroom cleaner,5.8,Household & Hygiene,5.8,12809
3764,2014-05-26,17,3,bottled water,0.5,Beverages,1.5,10312
4680,2014-01-23,118,3,chocolate marshmallow,4.13,Bakery & Sweets,12.39,13776
2155,2014-08-17,2,3,whole milk,1.8,Dairy,5.4,4305
4510,2014-11-01,60,2,cream cheese,6.3,Dairy,12.6,13124
3400,2014-07-10,130,2,dental care,11.45,Personal Care,22.9,8909
3975,2014-04-29,61,3,liquor,8.5,Beverages,25.5,11101
3775,2014-11-10,102,2,cookware,4.6,Household & Hygiene,9.2,10350
4893,2014-02-10,38,2,soda,0.8,Beverages,1.6,14603
1870,2014-12-07,71,2,shopping bags,5.12,Household & Hygiene,10.24,3227
1384,2014-02-22,28,2,misc. beverages,1.2,Beverages,2.4,1399
4357,2014-09-07,74,1,whipped/sour cream,5.5,Dairy,5.5,12561
2035,2014-07-01,156,1,jam,5.22,Bakery & Sweets,5.22,3852
1715,2014-12-08,17,3,bottled water,0.5,Beverages,1.5,2606
4557,2014-07-14,27,3,coffee,8.5,Beverages,25.5,13302
4235,2014-09-18,71,2,shopping bags,5.12,Household & Hygiene,10.24,12068
4041,2014-04-25,83,2,white bread,0.3,Bakery & Sweets,0.6,11314
3937,2014-10-08,160,1,tea,8.7,Beverages,8.7,10953
4577,2014-06-22,129,2,mayonnaise,1.8,Specialty & Seasonal,3.6,13378
1561,2014-04-02,83,2,white bread,0.3,Bakery & Sweets,0.6,2035
4720,2014-01-10,78,3,baking powder,1.8,Pantry Staples,5.4,13945
1863,2014-06-01,17,2,bottled water,0.5,Beverages,1.0,3192
3862,2014-03-24,35,1,sugar,1.2,Bakery & Sweets,1.2,10678
1838,2014-08-05,14,2,chocolate,11.5,Bakery & Sweets,23.0,3102
4694,2014-03-21,71,2,shopping bags,5.12,Household & Hygiene,10.24,13845
3468,2014-01-21,77,2,dish cleaner,2.5,Household & Hygiene,5.0,9152
4872,2014-10-24,78,2,baking powder,1.8,Pantry Staples,3.6,14535
4626,2014-03-23,94,2,potato products,2.8,Frozen & Processed Food,5.6,13555
2278,2014-11-10,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,4770
4758,2014-11-15,113,3,spices,1.2,Pantry Staples,3.5999999999999996,14095
3003,2014-05-08,44,2,newspapers,3.2,Specialty & Seasonal,6.4,7459
4683,2014-09-26,64,3,UHT-milk,2.1,Dairy,6.300000000000001,13792
1229,2014-07-26,20,3,brown bread,0.8,Bakery & Sweets,2.4000000000000004,825
2927,2014-12-11,88,1,house keeping products,8.5,Household & Hygiene,8.5,7180
3341,2014-10-06,39,3,detergent,5.5,Household & Hygiene,16.5,8708
2215,2014-02-02,114,2,napkins,21.8,Household & Hygiene,43.6,4520
1711,2014-05-09,53,2,specialty chocolate,18.8,Bakery & Sweets,37.6,2593
3491,2014-06-21,44,2,newspapers,3.2,Specialty & Seasonal,6.4,9249
3505,2014-03-18,146,2,ketchup,1.25,Pantry Staples,2.5,9307
4669,2014-03-14,132,1,kitchen towels,4.83,Household & Hygiene,4.83,13731
2557,2014-01-29,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,5804
4283,2014-04-04,36,1,frozen meals,9.7,Frozen & Processed Food,9.7,12252
4679,2014-09-18,39,3,detergent,5.5,Household & Hygiene,16.5,13772
2651,2014-01-08,71,1,shopping bags,5.12,Household & Hygiene,5.12,6150
4071,2014-06-26,14,1,chocolate,11.5,Bakery & Sweets,11.5,11403
2587,2014-12-11,146,1,ketchup,1.25,Pantry Staples,1.25,5913
4091,2014-06-30,76,2,sliced cheese,4.2,Dairy,8.4,11481
3002,2014-12-12,142,2,seasonal products,5.4,Specialty & Seasonal,10.8,7453
2035,2014-08-10,75,1,frozen vegetables,2.5,Frozen & Processed Food,2.5,3853
2772,2014-08-05,24,3,pastry,3.1,Bakery & Sweets,9.3,6616
3431,2014-07-31,20,3,brown bread,0.8,Bakery & Sweets,2.4000000000000004,9019
2166,2014-07-14,60,2,cream cheese,6.3,Dairy,12.6,4351
4688,2014-07-07,104,1,cat food,11.2,Pet Care,11.2,13817
1585,2014-10-16,70,2,margarine,3.5,Pantry Staples,7.0,2135
1308,2014-08-21,115,2,waffles,2.5,Bakery & Sweets,5.0,1123
4190,2014-09-30,35,2,sugar,1.2,Bakery & Sweets,2.4,11880
3611,2014-09-21,74,1,whipped/sour cream,5.5,Dairy,5.5,9732
3933,2014-12-02,80,1,salty snack,0.5,Snacks,0.5,10940
3877,2014-02-06,63,2,liquor (appetizer),11.2,Beverages,22.4,10725
4787,2014-08-27,138,1,candles,2.7,Household & Hygiene,2.7,14204
2063,2014-06-02,24,3,pastry,3.1,Bakery & Sweets,9.3,3968
1940,2014-02-09,128,3,soft cheese,7.2,Dairy,21.6,3513
2993,2014-08-16,28,2,misc. beverages,1.2,Beverages,2.4,7426
2316,2014-02-18,159,3,rice,11.1,Pantry Staples,33.3,4910
2175,2014-08-16,38,2,soda,0.8,Beverages,1.6,4382
4445,2014-05-23,69,2,domestic eggs,1.25,Fresh Food,2.5,12890
3812,2014-04-04,44,2,newspapers,3.2,Specialty & Seasonal,6.4,10487
4577,2014-05-29,122,1,soups,4.5,Frozen & Processed Food,4.5,13379
3248,2014-08-13,34,1,flour,2.1,Pantry Staples,2.1,8373
4821,2014-12-12,83,1,white bread,0.3,Bakery & Sweets,0.3,14331
2835,2014-01-28,17,1,bottled water,0.5,Beverages,0.5,6853
1998,2014-02-10,100,2,chewing gum,0.5,Specialty & Seasonal,1.0,3712
3080,2014-02-15,69,1,domestic eggs,1.25,Fresh Food,1.25,7741
3864,2014-12-26,11,3,butter,3.2,Dairy,9.600000000000001,10690
1410,2014-07-06,50,3,bottled beer,1.8,Beverages,5.4,1485
4037,2014-12-26,46,1,pasta,3.1,Pantry Staples,3.1,11299
1696,2014-06-17,18,3,yogurt,2.2,Dairy,6.6000000000000005,2547
3678,2014-07-07,96,3,hygiene articles,7.5,Household & Hygiene,22.5,9972
2644,2014-05-05,82,1,pet care,5.8,Pet Care,5.8,6123
1786,2014-04-23,28,2,misc. beverages,1.2,Beverages,2.4,2900
2357,2014-11-27,45,2,curd,9.8,Dairy,19.6,5061
4478,2014-06-20,159,2,rice,11.1,Pantry Staples,22.2,13001
4294,2014-12-17,34,1,flour,2.1,Pantry Staples,2.1,12303
1908,2014-01-23,71,2,shopping bags,5.12,Household & Hygiene,10.24,3380
4800,2014-03-11,117,2,rum,5.2,Beverages,10.4,14252
4265,2014-03-08,74,3,whipped/sour cream,5.5,Dairy,16.5,12178
4735,2014-05-23,148,2,skin care,10.3,Personal Care,20.6,14001
1290,2014-02-18,70,1,margarine,3.5,Pantry Staples,3.5,1057
3633,2014-06-13,14,2,chocolate,11.5,Bakery & Sweets,23.0,9804
4992,2014-02-24,70,3,margarine,3.5,Pantry Staples,10.5,14940
1069,2014-12-18,69,3,domestic eggs,1.25,Fresh Food,3.75,251
1563,2014-04-27,115,3,waffles,2.5,Bakery & Sweets,7.5,2046
4146,2014-04-11,50,3,bottled beer,1.8,Beverages,5.4,11706
4745,2014-08-20,119,2,long life bakery product,9.9,Bakery & Sweets,19.8,14042
2138,2014-04-01,83,3,white bread,0.3,Bakery & Sweets,0.8999999999999999,4236
3207,2014-04-24,43,3,sparkling wine,12.5,Beverages,37.5,8228
2672,2014-05-22,34,3,flour,2.1,Pantry Staples,6.300000000000001,6228
1087,2014-06-19,83,2,white bread,0.3,Bakery & Sweets,0.6,313
2259,2014-06-01,131,1,roll products,8.6,Specialty & Seasonal,8.6,4692
2597,2014-02-04,69,3,domestic eggs,1.25,Fresh Food,3.75,5950
2713,2014-09-28,50,3,bottled beer,1.8,Beverages,5.4,6390
3389,2014-06-30,18,3,yogurt,2.2,Dairy,6.6000000000000005,8874
4853,2014-07-23,160,2,tea,8.7,Beverages,17.4,14461
4788,2014-07-28,12,2,fruit/vegetable juice,2.1,Beverages,4.2,14209
2957,2014-02-26,142,3,seasonal products,5.4,Specialty & Seasonal,16.200000000000003,7297
4134,2014-09-30,27,1,coffee,8.5,Beverages,8.5,11667
3773,2014-09-11,70,3,margarine,3.5,Pantry Staples,10.5,10340
4309,2014-04-13,83,1,white bread,0.3,Bakery & Sweets,0.3,12372
4959,2014-10-18,65,1,candy,3.6,Bakery & Sweets,3.6,14835
1895,2014-02-13,79,2,specialty cheese,12.14,Dairy,24.28,3328
1824,2014-03-28,11,2,butter,3.2,Dairy,6.4,3050
4504,2014-03-02,122,2,soups,4.5,Frozen & Processed Food,9.0,13099
4109,2014-04-23,70,1,margarine,3.5,Pantry Staples,3.5,11558
3549,2014-03-14,50,1,bottled beer,1.8,Beverages,1.8,9486
1293,2014-08-16,71,1,shopping bags,5.12,Household & Hygiene,5.12,1068
2006,2014-10-26,33,2,frozen potato products,3.0,Frozen & Processed Food,6.0,3746
2918,2014-05-27,115,2,waffles,2.5,Bakery & Sweets,5.0,7148
4250,2014-10-25,154,2,cake bar,2.4,Bakery & Sweets,4.8,12120
1146,2014-01-30,128,3,soft cheese,7.2,Dairy,21.6,541
1173,2014-08-07,44,1,newspapers,3.2,Specialty & Seasonal,3.2,636
4324,2014-10-29,114,1,napkins,21.8,Household & Hygiene,21.8,12440
3397,2014-10-28,65,3,candy,3.6,Bakery & Sweets,10.8,8899
4990,2014-04-15,78,1,baking powder,1.8,Pantry Staples,1.8,14931
2548,2014-05-28,34,1,flour,2.1,Pantry Staples,2.1,5762
4433,2014-10-31,70,3,margarine,3.5,Pantry Staples,10.5,12837
2912,2014-11-08,27,1,coffee,8.5,Beverages,8.5,7123
3661,2014-03-04,145,2,syrup,4.3,Beverages,8.6,9902
3402,2014-01-08,5,3,rolls/buns,1.2,Bakery & Sweets,3.5999999999999996,8915
4650,2014-05-28,131,1,roll products,8.6,Specialty & Seasonal,8.6,13649
4890,2014-11-08,20,2,brown bread,0.8,Bakery & Sweets,1.6,14590
1748,2014-08-14,17,1,bottled water,0.5,Beverages,0.5,2739
4606,2014-05-30,65,3,candy,3.6,Bakery & Sweets,10.8,13485
3079,2014-04-13,38,2,soda,0.8,Beverages,1.6,7739
3903,2014-04-07,12,1,fruit/vegetable juice,2.1,Beverages,2.1,10820
4221,2014-05-04,71,3,shopping bags,5.12,Household & Hygiene,15.36,12011
1066,2014-06-12,71,1,shopping bags,5.12,Household & Hygiene,5.12,244
4762,2014-03-28,144,1,abrasive cleaner,6.38,Household & Hygiene,6.38,14110
4955,2014-12-10,83,2,white bread,0.3,Bakery & Sweets,0.6,14820
1416,2014-08-15,12,1,fruit/vegetable juice,2.1,Beverages,2.1,1507
4761,2014-05-23,146,3,ketchup,1.25,Pantry Staples,3.75,14104
3956,2014-08-07,101,3,canned fish,2.1,Frozen & Processed Food,6.300000000000001,11015
4125,2014-09-21,82,2,pet care,5.8,Pet Care,11.6,11627
3470,2014-11-22,71,2,shopping bags,5.12,Household & Hygiene,10.24,9160
1899,2014-12-09,100,1,chewing gum,0.5,Specialty & Seasonal,0.5,3344
2241,2014-01-22,20,3,brown bread,0.8,Bakery & Sweets,2.4000000000000004,4628
2449,2014-08-07,25,2,canned beer,1.1,Beverages,2.2,5407
3618,2014-07-22,34,1,flour,2.1,Pantry Staples,2.1,9761
1510,2014-12-24,65,1,candy,3.6,Bakery & Sweets,3.6,1880
2804,2014-03-21,56,3,white wine,14.2,Beverages,42.599999999999994,6747
3769,2014-02-16,96,3,hygiene articles,7.5,Household & Hygiene,22.5,10330
4435,2014-12-06,50,1,bottled beer,1.8,Beverages,1.8,12844
1641,2014-08-11,96,3,hygiene articles,7.5,Household & Hygiene,22.5,2351
1798,2014-12-15,95,1,frozen fish,5.8,Frozen & Processed Food,5.8,2952
4623,2014-01-09,83,1,white bread,0.3,Bakery & Sweets,0.3,13540
2496,2014-06-24,60,3,cream cheese,6.3,Dairy,18.9,5562
4112,2014-10-14,53,2,specialty chocolate,18.8,Bakery & Sweets,37.6,11568
1617,2014-02-07,36,1,frozen meals,9.7,Frozen & Processed Food,9.7,2259
2849,2014-08-28,114,3,napkins,21.8,Household & Hygiene,65.4,6900
2426,2014-08-19,38,1,soda,0.8,Beverages,0.8,5301
1895,2014-11-23,119,1,long life bakery product,9.9,Bakery & Sweets,9.9,3331
2118,2014-01-16,75,1,frozen vegetables,2.5,Frozen & Processed Food,2.5,4172
4590,2014-08-19,38,3,soda,0.8,Beverages,2.4000000000000004,13423
1851,2014-08-11,164,3,ready soups,3.9,Frozen & Processed Food,11.7,3152
1186,2014-04-17,39,3,detergent,5.5,Household & Hygiene,16.5,683
2656,2014-10-19,77,2,dish cleaner,2.5,Household & Hygiene,5.0,6171
3563,2014-08-14,65,1,candy,3.6,Bakery & Sweets,3.6,9542
3989,2014-04-26,78,2,baking powder,1.8,Pantry Staples,3.6,11146
1393,2014-08-26,32,1,red/blush wine,12.2,Beverages,12.2,1434
1706,2014-04-02,38,3,soda,0.8,Beverages,2.4000000000000004,2577
2111,2014-11-12,69,1,domestic eggs,1.25,Fresh Food,1.25,4153
3593,2014-04-06,17,1,bottled water,0.5,Beverages,0.5,9662
4255,2014-09-29,20,1,brown bread,0.8,Bakery & Sweets,0.8,12137
4089,2014-03-18,17,2,bottled water,0.5,Beverages,1.0,11473
3861,2014-02-12,121,3,sweet spreads,5.4,Bakery & Sweets,16.200000000000003,10672
1358,2014-10-16,81,3,Instant food products,0.6,Frozen & Processed Food,1.7999999999999998,1301
3016,2014-04-21,77,1,dish cleaner,2.5,Household & Hygiene,2.5,7509
4563,2014-01-28,78,3,baking powder,1.8,Pantry Staples,5.4,13323
1074,2014-01-29,65,2,candy,3.6,Bakery & Sweets,7.2,268
4933,2014-02-01,17,2,bottled water,0.5,Beverages,1.0,14723
4096,2014-05-23,70,3,margarine,3.5,Pantry Staples,10.5,11498
2087,2014-06-29,52,2,dog food,12.6,Pet Care,25.2,4073
2766,2014-05-27,27,2,coffee,8.5,Beverages,17.0,6599
2236,2014-04-22,71,3,shopping bags,5.12,Household & Hygiene,15.36,4607
1651,2014-02-04,160,3,tea,8.7,Beverages,26.099999999999998,2385
2423,2014-02-12,142,1,seasonal products,5.4,Specialty & Seasonal,5.4,5290
2420,2014-07-17,12,1,fruit/vegetable juice,2.1,Beverages,2.1,5279
4145,2014-02-13,71,2,shopping bags,5.12,Household & Hygiene,10.24,11701
2616,2014-04-09,65,3,candy,3.6,Bakery & Sweets,10.8,6022
4323,2014-09-20,151,2,cocoa drinks,2.1,Beverages,4.2,12435
1792,2014-11-24,118,3,chocolate marshmallow,4.13,Bakery & Sweets,12.39,2923
2977,2014-11-26,115,2,waffles,2.5,Bakery & Sweets,5.0,7368
4375,2014-01-31,115,2,waffles,2.5,Bakery & Sweets,5.0,12631
2232,2014-02-03,2,2,whole milk,1.8,Dairy,3.6,4585
2905,2014-01-17,20,1,brown bread,0.8,Bakery & Sweets,0.8,7093
1912,2014-03-19,63,3,liquor (appetizer),11.2,Beverages,33.599999999999994,3394
4665,2014-11-05,154,2,cake bar,2.4,Bakery & Sweets,4.8,13709
3325,2014-04-24,60,1,cream cheese,6.3,Dairy,6.3,8663
2153,2014-02-14,71,2,shopping bags,5.12,Household & Hygiene,10.24,4296
1798,2014-06-16,69,2,domestic eggs,1.25,Fresh Food,2.5,2953
3934,2014-03-27,70,3,margarine,3.5,Pantry Staples,10.5,10944
4484,2014-06-06,101,2,canned fish,2.1,Frozen & Processed Food,4.2,13015
2713,2014-05-08,53,3,specialty chocolate,18.8,Bakery & Sweets,56.400000000000006,6387
1533,2014-02-10,32,1,red/blush wine,12.2,Beverages,12.2,1957
1529,2014-03-01,122,1,soups,4.5,Frozen & Processed Food,4.5,1947
1905,2014-08-25,18,2,yogurt,2.2,Dairy,4.4,3370
3361,2014-12-19,96,1,hygiene articles,7.5,Household & Hygiene,7.5,8784
2195,2014-09-19,71,3,shopping bags,5.12,Household & Hygiene,15.36,4459
3221,2014-03-17,12,3,fruit/vegetable juice,2.1,Beverages,6.300000000000001,8277
3667,2014-09-15,38,1,soda,0.8,Beverages,0.8,9931
2129,2014-02-19,17,3,bottled water,0.5,Beverages,1.5,4209
1233,2014-06-09,71,3,shopping bags,5.12,Household & Hygiene,15.36,843
2675,2014-09-01,85,2,cling film/bags,2.2,Household & Hygiene,4.4,6237
2701,2014-06-17,80,2,salty snack,0.5,Snacks,1.0,6340
1788,2014-07-09,18,3,yogurt,2.2,Dairy,6.6000000000000005,2906
2876,2014-12-20,71,1,shopping bags,5.12,Household & Hygiene,5.12,7010
4465,2014-12-29,38,3,soda,0.8,Beverages,2.4000000000000004,12962
4330,2014-12-07,12,2,fruit/vegetable juice,2.1,Beverages,4.2,12458
2459,2014-03-01,74,1,whipped/sour cream,5.5,Dairy,5.5,5440
1739,2014-09-11,68,3,photo/film,11.9,Household & Hygiene,35.7,2701
2524,2014-04-07,14,1,chocolate,11.5,Bakery & Sweets,11.5,5672
2273,2014-11-25,38,1,soda,0.8,Beverages,0.8,4752
4557,2014-08-12,18,1,yogurt,2.2,Dairy,2.2,13301
2505,2014-02-02,75,3,frozen vegetables,2.5,Frozen & Processed Food,7.5,5585
3882,2014-08-01,121,2,sweet spreads,5.4,Bakery & Sweets,10.8,10748
3308,2014-09-12,114,1,napkins,21.8,Household & Hygiene,21.8,8595
2605,2014-08-30,94,1,potato products,2.8,Frozen & Processed Food,2.8,5988
4180,2014-04-21,71,3,shopping bags,5.12,Household & Hygiene,15.36,11842
3551,2014-10-14,25,2,canned beer,1.1,Beverages,2.2,9493
4406,2014-02-02,44,2,newspapers,3.2,Specialty & Seasonal,6.4,12738
4962,2014-10-04,14,3,chocolate,11.5,Bakery & Sweets,34.5,14844
4799,2014-04-17,5,1,rolls/buns,1.2,Bakery & Sweets,1.2,14248
1862,2014-10-23,119,3,long life bakery product,9.9,Bakery & Sweets,29.700000000000003,3190
2043,2014-02-01,20,2,brown bread,0.8,Bakery & Sweets,1.6,3887
4440,2014-07-10,18,1,yogurt,2.2,Dairy,2.2,12863
3139,2014-07-07,38,1,soda,0.8,Beverages,0.8,7973
4344,2014-10-30,70,2,margarine,3.5,Pantry Staples,7.0,12523
1616,2014-12-06,36,1,frozen meals,9.7,Frozen & Processed Food,9.7,2255
3374,2014-07-29,83,3,white bread,0.3,Bakery & Sweets,0.8999999999999999,8828
1881,2014-07-15,78,2,baking powder,1.8,Pantry Staples,3.6,3267
4372,2014-01-30,20,2,brown bread,0.8,Bakery & Sweets,1.6,12620
4036,2014-01-22,74,1,whipped/sour cream,5.5,Dairy,5.5,11295
