Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_Level
58,3,81.1,3,2,3,323,8,REGULARS
320,4,81.0,1,3,3,133,7,LOST
305,4,81.0,1,3,3,133,7,LOST
200,4,81.0,2,3,3,233,8,REGULARS
7,3,81.0,4,2,3,423,9,REGULARS
21,6,80.84,4,4,3,443,11,LOYAL
380,4,80.8,1,3,3,133,7,LOST
159,4,80.8,2,3,3,233,8,REGULARS
174,6,80.7,2,4,3,243,9,LOYAL
111,2,80.7,3,1,3,313,7,REGULARS
32,4,80.7,4,3,3,433,10,REGULARS
28,5,80.7,4,4,3,443,11,LOYAL
181,6,80.6,2,4,3,243,9,LOYAL
0,3,80.5,4,2,3,423,9,REGULARS
75,3,80.4,3,2,3,323,8,REGULARS
31,3,80.4,4,2,3,423,9,REGULARS
452,4,80.4,1,3,3,133,7,LOST
15,4,80.3,4,3,3,433,10,REGULARS
218,3,80.3,2,2,3,223,7,REGULARS
30,3,80.3,4,2,3,423,9,REGULARS
41,4,80.3,4,3,3,433,10,REGULARS
194,4,80.24,2,3,3,233,8,REGULARS
28,3,80.2,4,2,3,423,9,REGULARS
6,5,80.2,4,4,3,443,11,LOYAL
385,4,80.1,1,3,3,133,7,LOST
720,1,80.1,1,1,3,113,5,LOST
166,3,80.06,2,2,3,223,7,REGULARS
108,4,80.0,3,3,3,333,9,REGULARS
181,4,80.0,2,3,3,233,8,REGULARS
87,5,80.0,3,4,3,343,10,LOYAL
56,6,80.0,4,4,3,443,11,LOYAL
412,4,79.9,1,3,3,133,7,LOST
361,3,79.9,1,2,3,123,6,LOST
22,5,79.89,4,4,3,443,11,LOYAL
496,5,79.85,1,4,3,143,8,LOYAL
109,4,79.8,3,3,3,333,9,REGULARS
19,5,79.8,4,4,3,443,11,LOYAL
156,6,79.8,2,4,3,243,9,LOYAL
113,4,79.8,3,3,3,333,9,REGULARS
243,5,79.75,2,4,3,243,9,LOYAL
343,2,79.75,1,1,3,113,5,LOST
400,4,79.6,1,3,3,133,7,LOST
189,7,79.6,2,4,3,243,9,LOYAL
184,3,79.5,2,2,3,223,7,REGULARS
704,1,79.5,1,1,3,113,5,LOST
316,2,79.5,1,1,3,113,5,LOST
78,5,79.44,3,4,3,343,10,LOYAL
208,4,79.4,2,3,3,233,8,REGULARS
332,3,79.35,1,2,3,123,6,LOST
359,5,79.34,1,4,3,143,8,LOYAL
82,3,79.3,3,2,3,323,8,REGULARS
81,4,79.3,3,3,3,333,9,REGULARS
179,4,79.2,2,3,3,233,8,REGULARS
487,2,79.1,1,1,3,113,5,LOST
0,3,78.99,4,2,3,423,9,REGULARS
73,4,78.9,3,3,3,333,9,REGULARS
114,3,78.88,3,2,3,323,8,REGULARS
54,4,78.8,4,3,3,433,10,REGULARS
541,2,78.7,1,1,3,113,5,LOST
89,4,78.7,3,3,3,333,9,REGULARS
43,6,78.66,4,4,3,443,11,LOYAL
30,5,78.66,4,4,3,443,11,LOYAL
240,6,78.53,2,4,3,243,9,LOYAL
102,3,78.5,3,2,3,323,8,REGULARS
5,4,78.5,4,3,3,433,10,REGULARS
32,5,78.5,4,4,3,443,11,LOYAL
162,3,78.36,2,2,3,223,7,REGULARS
185,4,78.33,2,3,3,233,8,REGULARS
291,2,78.3,1,1,3,113,5,LOST
2,5,78.2,4,4,3,443,11,LOYAL
89,5,78.15,3,4,3,343,10,LOYAL
138,6,78.1,3,4,3,343,10,LOYAL
50,5,78.05,4,4,3,443,11,LOYAL
33,4,78.0,4,3,3,433,10,REGULARS
39,3,78.0,4,2,3,423,9,REGULARS
110,2,78.0,3,1,3,313,7,REGULARS
275,3,78.0,2,2,3,223,7,REGULARS
22,4,78.0,4,3,3,433,10,REGULARS
95,2,77.9,3,1,3,313,7,REGULARS
122,4,77.85,3,3,3,333,9,REGULARS
170,3,77.8,2,2,3,223,7,REGULARS
32,6,77.8,4,4,3,443,11,LOYAL
53,5,77.7,4,4,3,443,11,LOYAL
27,5,77.7,4,4,3,443,11,LOYAL
4,4,77.7,4,3,3,433,10,REGULARS
101,3,77.6,3,2,3,323,8,REGULARS
52,6,77.56,4,4,3,443,11,LOYAL
122,4,77.54,3,3,3,333,9,REGULARS
17,4,77.52,4,3,3,433,10,REGULARS
61,5,77.32,3,4,3,343,10,LOYAL
9,3,77.3,4,2,3,423,9,REGULARS
10,4,77.25,4,3,3,433,10,REGULARS
318,3,77.24,1,2,3,123,6,LOST
442,4,77.2,1,3,3,133,7,LOST
23,5,77.15,4,4,3,443,11,LOYAL
227,5,76.95,2,4,3,243,9,LOYAL
125,4,76.95,3,3,3,333,9,REGULARS
1,4,76.94,4,3,3,433,10,REGULARS
30,4,76.9,4,3,3,433,10,REGULARS
1,4,76.9,4,3,3,433,10,REGULARS
182,3,76.9,2,2,3,223,7,REGULARS
242,7,76.9,2,4,3,243,9,LOYAL
143,4,76.85,2,3,3,233,8,REGULARS
234,2,76.8,2,1,3,213,6,REGULARS
19,3,76.8,4,2,3,423,9,REGULARS
161,2,76.8,2,1,3,213,6,REGULARS
160,5,76.76,2,4,3,243,9,LOYAL
346,3,76.71,1,2,3,123,6,LOST
136,3,76.7,3,2,3,323,8,REGULARS
164,4,76.7,2,3,3,233,8,REGULARS
296,3,76.65,1,2,3,123,6,LOST
153,4,76.65,2,3,3,233,8,REGULARS
241,1,76.6,2,1,3,213,6,REGULARS
369,4,76.6,1,3,3,133,7,LOST
59,6,76.52,3,4,3,343,10,LOYAL
185,4,76.5,2,3,3,233,8,REGULARS
73,5,76.5,3,4,3,343,10,LOYAL
199,5,76.4,2,4,3,243,9,LOYAL
353,5,76.3,1,4,3,143,8,LOYAL
295,3,76.3,1,2,3,123,6,LOST
149,3,76.3,2,2,3,223,7,REGULARS
117,5,76.3,3,4,3,343,10,LOYAL
157,3,76.25,2,2,3,223,7,REGULARS
17,3,76.2,4,2,3,423,9,REGULARS
376,5,76.2,1,4,3,143,8,LOYAL
26,5,76.17,4,4,3,443,11,LOYAL
320,4,76.12,1,3,3,133,7,LOST
395,3,76.1,1,2,3,123,6,LOST
12,5,76.1,4,4,3,443,11,LOYAL
166,3,76.1,2,2,3,223,7,REGULARS
149,4,76.04,2,3,3,233,8,REGULARS
119,5,76.0,3,4,3,343,10,LOYAL
370,2,76.0,1,1,3,113,5,LOST
134,5,76.0,3,4,3,343,10,LOYAL
171,2,76.0,2,1,3,213,6,REGULARS
76,3,76.0,3,2,3,323,8,REGULARS
7,3,75.9,4,2,3,423,9,REGULARS
393,4,75.9,1,3,3,133,7,LOST
350,5,75.9,1,4,3,143,8,LOYAL
80,3,75.86,3,2,3,323,8,REGULARS
41,4,75.86,4,3,3,433,10,REGULARS
249,5,75.75,2,4,3,243,9,LOYAL
93,4,75.74,3,3,3,333,9,REGULARS
179,1,75.7,2,1,3,213,6,REGULARS
219,2,75.7,2,1,3,213,6,REGULARS
176,5,75.7,2,4,3,243,9,LOYAL
205,4,75.6,2,3,3,233,8,REGULARS
511,1,75.6,1,1,3,113,5,LOST
77,4,75.55,3,3,3,333,9,REGULARS
598,3,75.54,1,2,3,123,6,LOST
264,2,75.5,2,1,3,213,6,REGULARS
63,4,75.5,3,3,3,333,9,REGULARS
280,4,75.5,2,3,3,233,8,REGULARS
91,5,75.49,3,4,3,343,10,LOYAL
192,4,75.45,2,3,3,233,8,REGULARS
129,6,75.45,3,4,3,343,10,LOYAL
123,4,75.4,3,3,3,333,9,REGULARS
333,3,75.3,1,2,3,123,6,LOST
239,5,75.3,2,4,3,243,9,LOYAL
133,3,75.2,3,2,3,323,8,REGULARS
411,2,75.2,1,1,3,113,5,LOST
44,5,75.2,4,4,3,443,11,LOYAL
88,4,75.1,3,3,3,333,9,REGULARS
70,3,75.04,3,2,3,323,8,REGULARS
461,3,75.0,1,2,3,123,6,LOST
473,3,75.0,1,2,3,123,6,LOST
29,5,74.95,4,4,3,443,11,LOYAL
31,6,74.9,4,4,2,442,10,LOYAL
1,6,74.9,4,4,3,443,11,LOYAL
106,4,74.9,3,3,3,333,9,REGULARS
127,5,74.9,3,4,3,343,10,LOYAL
292,4,74.9,1,3,3,133,7,LOST
35,3,74.9,4,2,3,423,9,REGULARS
106,4,74.9,3,3,3,333,9,REGULARS
133,4,74.85,3,3,2,332,8,REGULARS
392,4,74.8,1,3,2,132,6,LOST
90,3,74.76,3,2,2,322,7,REGULARS
36,2,74.76,4,1,2,412,7,REGULARS
32,4,74.75,4,3,2,432,9,REGULARS
90,3,74.7,3,2,2,322,7,REGULARS
119,4,74.7,3,3,2,332,8,REGULARS
211,2,74.66,2,1,2,212,5,REGULARS
147,4,74.65,2,3,2,232,7,REGULARS
335,4,74.6,1,3,2,132,6,LOST
194,7,74.59,2,4,2,242,8,LOYAL
229,4,74.5,2,3,2,232,7,REGULARS
115,4,74.49,3,3,2,332,8,REGULARS
97,4,74.44,3,3,2,332,8,REGULARS
40,4,74.44,4,3,2,432,9,REGULARS
7,5,74.4,4,4,2,442,10,LOYAL
179,3,74.3,2,2,2,222,6,REGULARS
31,4,74.3,4,3,2,432,9,REGULARS
266,4,74.2,2,3,2,232,7,REGULARS
292,2,74.2,1,1,2,112,4,LOST
53,4,74.2,4,3,2,432,9,REGULARS
194,4,74.2,2,3,2,232,7,REGULARS
224,3,74.19,2,2,2,222,6,REGULARS
308,4,74.16,1,3,2,132,6,LOST
175,5,74.04,2,4,2,242,8,LOYAL
238,5,74.0,2,4,2,242,8,LOYAL
22,3,74.0,4,2,2,422,8,REGULARS
61,6,73.98,3,4,2,342,9,LOYAL
98,2,73.96,3,1,2,312,6,REGULARS
72,4,73.92,3,3,2,332,8,REGULARS
180,6,73.92,2,4,2,242,8,LOYAL
269,3,73.9,2,2,2,222,6,REGULARS
148,3,73.9,2,2,2,222,6,REGULARS
37,3,73.9,4,2,2,422,8,REGULARS
75,3,73.9,3,2,2,322,7,REGULARS
78,3,73.84,3,2,2,322,7,REGULARS
56,4,73.82,4,3,2,432,9,REGULARS
22,4,73.7,4,3,2,432,9,REGULARS
186,4,73.7,2,3,2,232,7,REGULARS
147,5,73.62,2,4,2,242,8,LOYAL
48,4,73.6,4,3,2,432,9,REGULARS
190,3,73.6,2,2,2,222,6,REGULARS
222,5,73.5,2,4,2,242,8,LOYAL
18,4,73.5,4,3,2,432,9,REGULARS
385,1,73.5,1,1,2,112,4,LOST
38,3,73.5,4,2,2,422,8,REGULARS
50,3,73.47,4,2,2,422,8,REGULARS
627,3,73.4,1,2,2,122,5,LOST
412,3,73.4,1,2,2,122,5,LOST
76,2,73.4,3,1,2,312,6,REGULARS
315,3,73.3,1,2,2,122,5,LOST
163,6,73.23,2,4,2,242,8,LOYAL
198,5,73.22,2,4,2,242,8,LOYAL
231,3,73.2,2,2,2,222,6,REGULARS
14,6,73.2,4,4,2,442,10,LOYAL
296,4,73.14,1,3,2,132,6,LOST
83,4,73.1,3,3,2,332,8,REGULARS
96,5,73.1,3,4,2,342,9,LOYAL
89,3,73.0,3,2,2,322,7,REGULARS
100,4,73.0,3,3,2,332,8,REGULARS
40,5,73.0,4,4,2,442,10,LOYAL
132,2,73.0,3,1,2,312,6,REGULARS
43,6,72.99,4,4,2,442,10,LOYAL
294,4,72.96,1,3,2,132,6,LOST
44,3,72.94,4,2,2,422,8,REGULARS
193,3,72.9,2,2,2,222,6,REGULARS
132,2,72.85,3,1,2,312,6,REGULARS
81,3,72.8,3,2,2,322,7,REGULARS
44,5,72.8,4,4,2,442,10,LOYAL
345,4,72.8,1,3,2,132,6,LOST
263,4,72.72,2,3,2,232,7,REGULARS
161,2,72.7,2,1,2,212,5,REGULARS
429,3,72.7,1,2,2,122,5,LOST
98,4,72.6,3,3,2,332,8,REGULARS
20,4,72.5,4,3,2,432,9,REGULARS
156,3,72.4,2,2,2,222,6,REGULARS
7,7,72.3,4,4,2,442,10,LOYAL
28,4,72.22,4,3,2,432,9,REGULARS
301,3,72.2,1,2,2,122,5,LOST
3,3,72.2,4,2,2,422,8,REGULARS
302,2,72.2,1,1,2,112,4,LOST
136,6,72.2,3,4,2,342,9,LOYAL
411,6,72.16,1,4,2,142,7,LOYAL
38,3,72.16,4,2,2,422,8,REGULARS
95,3,72.12,3,2,2,322,7,REGULARS
33,4,72.1,4,3,2,432,9,REGULARS
145,4,72.1,2,3,2,232,7,REGULARS
343,2,72.06,1,1,2,112,4,LOST
26,3,72.05,4,2,2,422,8,REGULARS
228,4,72.0,2,3,2,232,7,REGULARS
242,3,72.0,2,2,2,222,6,REGULARS
236,4,72.0,2,3,2,232,7,REGULARS
24,6,72.0,4,4,2,442,10,LOYAL
75,5,71.96,3,4,2,342,9,LOYAL
178,3,71.9,2,2,2,222,6,REGULARS
3,4,71.9,4,3,2,432,9,REGULARS
11,3,71.9,4,2,2,422,8,REGULARS
243,4,71.9,2,3,2,232,7,REGULARS
100,3,71.8,3,2,2,322,7,REGULARS
63,7,71.67,3,4,2,342,9,LOYAL
346,4,71.6,1,3,2,132,6,LOST
408,2,71.5,1,1,2,112,4,LOST
134,4,71.5,3,3,2,332,8,REGULARS
44,4,71.5,4,3,2,432,9,REGULARS
240,3,71.4,2,2,2,222,6,REGULARS
132,5,71.4,3,4,2,342,9,LOYAL
220,4,71.36,2,3,2,232,7,REGULARS
31,5,71.35,4,4,2,442,10,LOYAL
381,5,71.32,1,4,2,142,7,LOYAL
292,2,71.3,1,1,2,112,4,LOST
29,3,71.3,4,2,2,422,8,REGULARS
280,3,71.3,2,2,2,222,6,REGULARS
67,3,71.3,3,2,2,322,7,REGULARS
156,4,71.25,2,3,2,232,7,REGULARS
191,4,71.2,2,3,2,232,7,REGULARS
541,3,71.2,1,2,2,122,5,LOST
321,4,71.2,1,3,2,132,6,LOST
55,6,71.1,4,4,2,442,10,LOYAL
59,4,71.1,3,3,2,332,8,REGULARS
90,5,71.05,3,4,2,342,9,LOYAL
53,2,71.0,4,1,2,412,7,REGULARS
289,3,71.0,1,2,2,122,5,LOST
36,3,71.0,4,2,2,422,8,REGULARS
236,5,70.96,2,4,2,242,8,LOYAL
247,3,70.96,2,2,2,222,6,REGULARS
147,2,70.9,2,1,2,212,5,REGULARS
50,6,70.8,4,4,2,442,10,LOYAL
93,3,70.8,3,2,2,322,7,REGULARS
205,3,70.8,2,2,2,222,6,REGULARS
376,3,70.79,1,2,2,122,5,LOST
336,2,70.72,1,1,2,112,4,LOST
12,4,70.7,4,3,2,432,9,REGULARS
204,3,70.7,2,2,2,222,6,REGULARS
184,3,70.7,2,2,2,222,6,REGULARS
60,4,70.6,3,3,2,332,8,REGULARS
28,5,70.55,4,4,2,442,10,LOYAL
144,3,70.5,2,2,2,222,6,REGULARS
5,2,70.5,4,1,2,412,7,REGULARS
50,4,70.4,4,3,2,432,9,REGULARS
398,3,70.4,1,2,2,122,5,LOST
59,4,70.4,3,3,2,332,8,REGULARS
372,3,70.4,1,2,2,122,5,LOST
92,2,70.4,3,1,2,312,6,REGULARS
349,6,70.39,1,4,2,142,7,LOYAL
287,4,70.38,1,3,2,132,6,LOST
313,2,70.32,1,1,2,112,4,LOST
198,3,70.3,2,2,2,222,6,REGULARS
122,4,70.3,3,3,2,332,8,REGULARS
68,4,70.25,3,3,2,332,8,REGULARS
111,4,70.2,3,3,2,332,8,REGULARS
16,3,70.2,4,2,2,422,8,REGULARS
141,4,70.1,3,3,2,332,8,REGULARS
103,5,70.1,3,4,2,342,9,LOYAL
214,4,70.1,2,3,2,232,7,REGULARS
94,3,70.0,3,2,2,322,7,REGULARS
265,4,70.0,2,3,2,232,7,REGULARS
319,3,70.0,1,2,2,122,5,LOST
395,4,69.92,1,3,2,132,6,LOST
80,4,69.9,3,3,2,332,8,REGULARS
154,2,69.9,2,1,2,212,5,REGULARS
113,5,69.9,3,4,2,342,9,LOYAL
267,2,69.8,2,1,2,212,5,REGULARS
188,4,69.75,2,3,2,232,7,REGULARS
311,2,69.7,1,1,2,112,4,LOST
355,3,69.7,1,2,2,122,5,LOST
522,3,69.65,1,2,2,122,5,LOST
83,3,69.65,3,2,2,322,7,REGULARS
237,2,69.6,2,1,2,212,5,REGULARS
68,5,69.6,3,4,2,342,9,LOYAL
42,5,69.6,4,4,2,442,10,LOYAL
27,4,69.5,4,3,2,432,9,REGULARS
133,2,69.5,3,1,2,312,6,REGULARS
225,3,69.5,2,2,2,222,6,REGULARS
17,3,69.41,4,2,2,422,8,REGULARS
95,3,69.4,3,2,2,322,7,REGULARS
207,6,69.4,2,4,2,242,8,LOYAL
72,4,69.4,3,3,2,332,8,REGULARS
264,2,69.35,2,1,2,212,5,REGULARS
110,5,69.32,3,4,2,342,9,LOYAL
171,2,69.3,2,1,2,212,5,REGULARS
217,4,69.3,2,3,2,232,7,REGULARS
164,4,69.26,2,3,2,232,7,REGULARS
341,3,69.26,1,2,2,122,5,LOST
125,6,69.25,3,4,2,342,9,LOYAL
98,4,69.23,3,3,2,332,8,REGULARS
97,3,69.2,3,2,2,322,7,REGULARS
118,3,69.2,3,2,2,322,7,REGULARS
366,4,69.1,1,3,2,132,6,LOST
135,4,69.1,3,3,2,332,8,REGULARS
291,3,69.1,1,2,2,122,5,LOST
7,4,69.04,4,3,2,432,9,REGULARS
74,5,69.0,3,4,2,342,9,LOYAL
353,2,68.9,1,1,2,112,4,LOST
119,4,68.9,3,3,2,332,8,REGULARS
272,4,68.9,2,3,2,232,7,REGULARS
302,4,68.9,1,3,2,132,6,LOST
155,3,68.8,2,2,2,222,6,REGULARS
64,4,68.8,3,3,2,332,8,REGULARS
104,2,68.8,3,1,2,312,6,REGULARS
237,5,68.8,2,4,2,242,8,LOYAL
434,2,68.7,1,1,2,112,4,LOST
14,5,68.7,4,4,2,442,10,LOYAL
306,3,68.7,1,2,2,122,5,LOST
315,3,68.6,1,2,2,122,5,LOST
55,3,68.6,4,2,2,422,8,REGULARS
425,3,68.6,1,2,2,122,5,LOST
135,3,68.5,3,2,2,322,7,REGULARS
424,3,68.5,1,2,2,122,5,LOST
342,4,68.5,1,3,2,132,6,LOST
157,4,68.5,2,3,2,232,7,REGULARS
228,4,68.4,2,3,2,232,7,REGULARS
147,4,68.4,2,3,2,232,7,REGULARS
134,1,68.4,3,1,2,312,6,REGULARS
152,4,68.4,2,3,2,232,7,REGULARS
48,6,68.3,4,4,2,442,10,LOYAL
147,4,68.22,2,3,2,232,7,REGULARS
165,2,68.2,2,1,2,212,5,REGULARS
213,3,68.15,2,2,2,222,6,REGULARS
240,5,68.1,2,4,2,242,8,LOYAL
458,3,68.1,1,2,2,122,5,LOST
200,3,68.0,2,2,2,222,6,REGULARS
230,3,67.95,2,2,2,222,6,REGULARS
41,3,67.94,4,2,2,422,8,REGULARS
214,3,67.9,2,2,2,222,6,REGULARS
154,2,67.8,2,1,2,212,5,REGULARS
74,5,67.8,3,4,2,342,9,LOYAL
41,3,67.8,4,2,2,422,8,REGULARS
280,2,67.78,2,1,2,212,5,REGULARS
276,4,67.7,2,3,2,232,7,REGULARS
41,6,67.65,4,4,2,442,10,LOYAL
423,2,67.6,1,1,2,112,4,LOST
41,5,67.56,4,4,2,442,10,LOYAL
95,5,67.54,3,4,2,342,9,LOYAL
279,2,67.5,2,1,2,212,5,REGULARS
470,4,67.46,1,3,2,132,6,LOST
122,5,67.45,3,4,2,342,9,LOYAL
117,2,67.36,3,1,2,312,6,REGULARS
35,5,67.3,4,4,2,442,10,LOYAL
122,5,67.3,3,4,2,342,9,LOYAL
178,4,67.25,2,3,2,232,7,REGULARS
385,3,67.2,1,2,2,122,5,LOST
104,2,67.2,3,1,2,312,6,REGULARS
378,5,67.2,1,4,2,142,7,LOYAL
355,3,67.15,1,2,2,122,5,LOST
30,4,67.1,4,3,2,432,9,REGULARS
404,4,67.1,1,3,2,132,6,LOST
38,3,67.1,4,2,2,422,8,REGULARS
249,3,67.06,2,2,2,222,6,REGULARS
101,5,67.05,3,4,2,342,9,LOYAL
14,5,67.0,4,4,2,442,10,LOYAL
233,3,66.9,2,2,2,222,6,REGULARS
166,2,66.9,2,1,2,212,5,REGULARS
115,3,66.83,3,2,2,322,7,REGULARS
235,3,66.8,2,2,2,222,6,REGULARS
252,4,66.7,2,3,2,232,7,REGULARS
191,5,66.7,2,4,2,242,8,LOYAL
55,5,66.7,4,4,2,442,10,LOYAL
95,3,66.7,3,2,2,322,7,REGULARS
187,2,66.7,2,1,2,212,5,REGULARS
15,3,66.6,4,2,2,422,8,REGULARS
27,6,66.6,4,4,2,442,10,LOYAL
57,3,66.5,4,2,2,422,8,REGULARS
19,3,66.45,4,2,2,422,8,REGULARS
482,4,66.4,1,3,2,132,6,LOST
420,2,66.4,1,1,2,112,4,LOST
231,4,66.3,2,3,2,232,7,REGULARS
310,3,66.25,1,2,2,122,5,LOST
15,5,66.2,4,4,2,442,10,LOYAL
392,1,66.2,1,1,2,112,4,LOST
80,2,66.2,3,1,2,312,6,REGULARS
2,3,66.2,4,2,2,422,8,REGULARS
145,3,66.1,2,2,2,222,6,REGULARS
14,4,66.01,4,3,2,432,9,REGULARS
359,4,66.0,1,3,2,132,6,LOST
110,2,66.0,3,1,2,312,6,REGULARS
0,5,65.9,4,4,2,442,10,LOYAL
160,2,65.9,2,1,2,212,5,REGULARS
104,4,65.8,3,3,2,332,8,REGULARS
596,2,65.8,1,1,2,112,4,LOST
209,4,65.76,2,3,2,232,7,REGULARS
271,2,65.75,2,1,2,212,5,REGULARS
582,2,65.7,1,1,2,112,4,LOST
343,5,65.65,1,4,2,142,7,LOYAL
184,6,65.5,2,4,2,242,8,LOYAL
18,3,65.5,4,2,2,422,8,REGULARS
81,3,65.5,3,2,2,322,7,REGULARS
207,3,65.46,2,2,2,222,6,REGULARS
138,5,65.44,3,4,2,342,9,LOYAL
94,6,65.44,3,4,2,342,9,LOYAL
252,3,65.35,2,2,2,222,6,REGULARS
153,4,65.3,2,3,2,232,7,REGULARS
72,3,65.3,3,2,2,322,7,REGULARS
115,6,65.3,3,4,2,342,9,LOYAL
590,1,65.2,1,1,2,112,4,LOST
380,4,65.1,1,3,2,132,6,LOST
31,3,65.1,4,2,2,422,8,REGULARS
191,3,65.1,2,2,2,222,6,REGULARS
472,3,65.06,1,2,2,122,5,LOST
75,3,65.0,3,2,2,322,7,REGULARS
263,5,65.0,2,4,2,242,8,LOYAL
229,4,64.9,2,3,2,232,7,REGULARS
38,5,64.76,4,4,2,442,10,LOYAL
17,3,64.7,4,2,2,422,8,REGULARS
51,4,64.67,4,3,2,432,9,REGULARS
17,3,64.66,4,2,2,422,8,REGULARS
304,2,64.6,1,1,2,112,4,LOST
76,3,64.6,3,2,2,322,7,REGULARS
128,5,64.5,3,4,2,342,9,LOYAL
416,2,64.43,1,1,2,112,4,LOST
76,2,64.4,3,1,2,312,6,REGULARS
572,3,64.35,1,2,2,122,5,LOST
230,4,64.3,2,3,2,232,7,REGULARS
49,3,64.3,4,2,2,422,8,REGULARS
91,3,64.3,3,2,2,322,7,REGULARS
44,4,64.2,4,3,2,432,9,REGULARS
23,3,64.2,4,2,2,422,8,REGULARS
125,2,64.2,3,1,2,312,6,REGULARS
186,1,64.2,2,1,2,212,5,REGULARS
121,3,64.1,3,2,2,322,7,REGULARS
28,5,64.1,4,4,2,442,10,LOYAL
1,4,64.07,4,3,2,432,9,REGULARS
56,3,64.06,4,2,2,422,8,REGULARS
222,3,64.0,2,2,2,222,6,REGULARS
9,1,63.9,4,1,2,412,7,REGULARS
325,1,63.9,1,1,2,112,4,LOST
538,3,63.88,1,2,2,122,5,LOST
134,3,63.8,3,2,2,322,7,REGULARS
161,3,63.8,2,2,2,222,6,REGULARS
381,3,63.8,1,2,2,122,5,LOST
118,2,63.8,3,1,2,312,6,REGULARS
280,2,63.72,2,1,2,212,5,REGULARS
47,4,63.7,4,3,2,432,9,REGULARS
98,4,63.6,3,3,2,332,8,REGULARS
232,2,63.6,2,1,2,212,5,REGULARS
446,3,63.6,1,2,2,122,5,LOST
149,4,63.6,2,3,2,232,7,REGULARS
128,5,63.54,3,4,2,342,9,LOYAL
308,4,63.51,1,3,2,132,6,LOST
87,2,63.5,3,1,2,312,6,REGULARS
126,1,63.5,3,1,2,312,6,REGULARS
199,3,63.5,2,2,2,222,6,REGULARS
594,3,63.5,1,2,2,122,5,LOST
564,3,63.45,1,2,2,122,5,LOST
5,4,63.45,4,3,2,432,9,REGULARS
515,3,63.4,1,2,2,122,5,LOST
344,2,63.4,1,1,2,112,4,LOST
330,2,63.4,1,1,2,112,4,LOST
243,4,63.36,2,3,2,232,7,REGULARS
439,2,63.3,1,1,2,112,4,LOST
484,3,63.26,1,2,2,122,5,LOST
180,4,63.2,2,3,2,232,7,REGULARS
41,4,63.16,4,3,2,432,9,REGULARS
307,2,63.1,1,1,2,112,4,LOST
107,3,62.95,3,2,2,322,7,REGULARS
291,3,62.95,1,2,2,122,5,LOST
101,3,62.9,3,2,2,322,7,REGULARS
27,3,62.8,4,2,2,422,8,REGULARS
339,2,62.8,1,1,2,112,4,LOST
445,2,62.8,1,1,2,112,4,LOST
114,4,62.8,3,3,2,332,8,REGULARS
61,3,62.75,3,2,2,322,7,REGULARS
355,4,62.7,1,3,2,132,6,LOST
85,2,62.7,3,1,2,312,6,REGULARS
60,5,62.7,3,4,2,342,9,LOYAL
145,5,62.65,2,4,2,242,8,LOYAL
358,3,62.64,1,2,2,122,5,LOST
535,2,62.62,1,1,2,112,4,LOST
262,5,62.6,2,4,2,242,8,LOYAL
122,4,62.54,3,3,2,332,8,REGULARS
58,6,62.5,3,4,2,342,9,LOYAL
31,5,62.5,4,4,2,442,10,LOYAL
355,3,62.5,1,2,2,122,5,LOST
80,3,62.46,3,2,2,322,7,REGULARS
295,4,62.45,1,3,2,132,6,LOST
478,4,62.44,1,3,2,132,6,LOST
8,4,62.42,4,3,2,432,9,REGULARS
151,3,62.4,2,2,2,222,6,REGULARS
223,2,62.4,2,1,2,212,5,REGULARS
49,2,62.4,4,1,2,412,7,REGULARS
272,3,62.4,2,2,2,222,6,REGULARS
175,4,62.4,2,3,2,232,7,REGULARS
160,3,62.35,2,2,2,222,6,REGULARS
77,3,62.3,3,2,2,322,7,REGULARS
116,4,62.3,3,3,2,332,8,REGULARS
21,2,62.3,4,1,2,412,7,REGULARS
164,5,62.25,2,4,2,242,8,LOYAL
61,4,62.16,3,3,2,332,8,REGULARS
357,3,62.16,1,2,2,122,5,LOST
271,2,62.1,2,1,2,212,5,REGULARS
97,4,62.1,3,3,2,332,8,REGULARS
46,3,62.06,4,2,2,422,8,REGULARS
310,2,62.05,1,1,2,112,4,LOST
170,3,61.9,2,2,2,222,6,REGULARS
6,4,61.9,4,3,2,432,9,REGULARS
312,3,61.9,1,2,2,122,5,LOST
201,5,61.82,2,4,2,242,8,LOYAL
134,2,61.8,3,1,2,312,6,REGULARS
340,3,61.8,1,2,2,122,5,LOST
336,5,61.79,1,4,2,142,7,LOYAL
31,4,61.75,4,3,2,432,9,REGULARS
97,4,61.74,3,3,2,332,8,REGULARS
270,4,61.74,2,3,2,232,7,REGULARS
360,2,61.7,1,1,2,112,4,LOST
30,4,61.6,4,3,2,432,9,REGULARS
94,4,61.6,3,3,2,332,8,REGULARS
161,4,61.6,2,3,2,232,7,REGULARS
79,4,61.55,3,3,2,332,8,REGULARS
136,3,61.54,3,2,2,322,7,REGULARS
93,4,61.5,3,3,2,332,8,REGULARS
21,3,61.5,4,2,2,422,8,REGULARS
44,4,61.42,4,3,2,432,9,REGULARS
188,3,61.42,2,2,2,222,6,REGULARS
42,3,61.4,4,2,2,422,8,REGULARS
84,6,61.4,3,4,2,342,9,LOYAL
63,5,61.4,3,4,2,342,9,LOYAL
46,4,61.4,4,3,2,432,9,REGULARS
44,4,61.4,4,3,2,432,9,REGULARS
